,prod,title,date,ver.purchase,format,stars,comments,attitude
56,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Best socks on market
  
",23-Jun-21,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,"          Since nobody sells my size in town I ordered from Amazon. These socks are great for my size 13 feet. They are comfortable and don't leave marks around my ankles. So far, through about four washes, they have held up and seem as good as new unlike other brands I have bought.  ",compliment
57,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Embarrassingly Smelly and Wet
  
",28-Feb-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,1,"          I needed a pair of gym socks and socks to wear in warmer weather so I grabbed a pair of these to replace my old and faded Nike ankle socks.  Bad choice.  I don’t have smelly shoes or feet but man do these things get wet and stinky.  Literally the first time I wore them to the office and every consecutive time afterwards, my feet are drenched in sweat and smell horrid and make me extremely self conscious.  You wouldn’t want to take your shoes off in someone’s home wearing these things because they’d make you detectable from across the room, literally.  I’m hoping they don’t contaminate my shoes with the odor... I’ll be throwing these out and looking for a different pair.  ",complaint
58,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great all around socks.
  
",29-Dec-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Got these socks for my husband for Christmas. He absolutely loves them. Low socks usually move around. These don’t. The quality and thickness of these socks are very comfortable and I’m sure will be durable.  ,compliment
59,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Shipping was super fast. I ordered Dec
  
",6-Jan-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Shipping was super fast. I ordered Dec. 29.  Item was supposed to arrive between Jan. 5-10.  Even with the huge snow storm on the east coast that delayed the shipment, it came on the 6th.  The only thing i didnt check on before i bought them was the material used, which is polyester and spandex.  I was looking for cotton.  I am a size 11 mens and I ordered an XL.  I ordered a size up from the large i bought last year (bec. when the large socks shrunk -not too much though), I believe when they shrink, it will be just right for my feet.  Overall I love these socks, the only ones I'll buy.  ",neutral
60,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Other version is more durable
  
",18-Mar-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,2,          Not as well made as the similar version without their logo near the ankle.I've had the 'no logo ankle' version for over 2 years. No problems. I wanted more so I purchased these. Only difference: 'logo near the ankle'. I already have 3 socks with holes from wear.I am very disappointed in this lack of durability that I expected  ,neutral
61,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    They’re okay
  
",8-Jan-22,1,Number of Items: 6Black/Azure TealSize: Medium,3,          I wanted a sock that was a tad thinner than the ones I had. But wasn’t expecting them to be paper thin either. Way too thin for my liking. And already got a hole in one pair within a few wears.  ,complaint
62,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Fakes/knockoffs
  
",28-Feb-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,1,          These are fakes/knockoffs. They’re missing the size on the bottom of the sock (real under armor sock I bought sometime in the past on the right side of the first photo for comparison). They also are totally lacking the arch support that’s present in the real sock. They’re also coming apart after one wear.  ,complaint
63,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Not a fan...not for big feet (sz 14)
  
",28-Jun-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,2,"          I wear a size 14 and expected these to fit better. They are very small for a XLG sipposedly sizes 12 to 16. They stretch well and are soft, but still are a bit uncomfortable because they are obviously too small. Beware if you wear size 14 or above.  ",neutral
64,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    My favorite socks
  
",22-Oct-19,1,Number of Items: 6Petrol Blue AssortedSize: Medium,5,"          I have purchased these socks in the past and when I saw a great deal I had to get some more. I like that these are a little wider around the ankle, the ones I have purchased in the past were a bit too tight and would dig into my skin. They fit great and are moisture-wicking so they are great for wearing with winter boots or to the gym. I really like the fun colors and wear these pretty much every day.  ",complaint
65,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfortable and great fit
  
",24-Dec-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          I have been trying to find a pair of socks that would fit nicely on size 13 feet that would be used for daily and workout purposes and these have been my favorite so far. I didn’t have any trouble putting them on and they didn’t feel too loose or too tight on me. They also didn’t feel like they let my feet slide when I would have shoes on like other socks I have.  Overall I probably will be purchasing more of these when my current ones start to show some wear and tear.  ,compliment
66,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Delicate Wash Cycle
  
",30-Aug-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,4,          To start I really like these socks for luxurious comfort on my feet.  The down side is you have to know to wash them on delicate cycle otherwise they shred thread all over themselves.  First batch I washed had this issue.  All future purchases I washed on delicate and dried normal and they stayed in perfect condition.  ,neutral
67,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfy Socks!
  
",17-Apr-21,1,Number of Items: 6Black/White (6-pairs)Size: Medium,5,          My boys are super picky about socks. They love these & don’t want to wear any other kind. They hold up well against lots of running (& walking outside barefoot😖 does everyone’s kids do this?!) we’ve purchased these multiple times and never had issues  ,compliment
68,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfortable, Quality
  
",3-Oct-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          I like these socks. They're comfortable, fit well, and have a high quality feel so I think they'll last a long time. I wear socks in the house and I'm totally comfortable wearing these all day. I bought a second pack so I would have enough pairs to last me through the week. They may be a little higher priced but I think it's worth it.  ",compliment
